bva_id,bva_doi,bva_year,bva_author,bva_title,bva_organism,citing_doi,citing_year,citing_author,citing_title,citing_topic,species_match,historiographic,type
164,10.1007/bf02554416,1920,Steinach,Künstliche und natürliche Zwitterdrüsen und ihre analogen Wirkungen,,10.1007/bf02554661,1920,,VII. Autoplastische und homoplastische Altersbekämpfung,Medical and Health Sciences Research,phenomenon_only,False,article
164,10.1007/bf02554416,1920,Steinach,Künstliche und natürliche Zwitterdrüsen und ihre analogen Wirkungen,,10.3412/jsb1917.20.10_1751,1936,小林 茂雄,,,phenomenon_only,False,article
165,10.1007/bf02554417,1920,Steinach,Histologische Beschaffenheit der Keimdrüse bei homosexuellen Männern,,10.1177/0957154x07079796,2007,Florian G. Mildenberger,Kraepelin and the `urnings': male homosexuality in psychiatric discourse,Mental Health and Psychiatry,phenomenon_only,False,article
165,10.1007/bf02554417,1920,Steinach,Histologische Beschaffenheit der Keimdrüse bei homosexuellen Männern,,10.1111/j.1471-0528.1935.tb06396.x,1935,B. P. Wiesner,The Post‐natal Development of the Genital Organs in the Albino Rat,Animal Genetics and Reproduction,phenomenon_only,False,article
165,10.1007/bf02554417,1920,Steinach,Histologische Beschaffenheit der Keimdrüse bei homosexuellen Männern,,10.1007/bf01891340,1924,A. Priesel,"Über das Verhalten von Hoden und Nebenhoden bei angeborenem Fehlen des Ductus deferens, zugleich ein Beitrag zur Frage des Vorkommens von Zwischenzellen im menschlichen Nebenhoden",Congenital heart defects research,phenomenon_only,False,article
165,10.1007/bf02554417,1920,Steinach,Histologische Beschaffenheit der Keimdrüse bei homosexuellen Männern,,10.1177/007327539203000302,1992,Chandak Sengoopta,"Science, Sexuality, and Gender in the <i>FIN DE SIÈCLE</i> : Otto Weininger as Baedeker",Simone de Beauvoir and Sartre,phenomenon_only,False,article
165,10.1007/bf02554417,1920,Steinach,Histologische Beschaffenheit der Keimdrüse bei homosexuellen Männern,,10.1007/978-3-642-47997-7_3,1931,S. Oberndorfer,Die inneren männlichen Geschlechtsorgane,Environmental Science and Technology,phenomenon_only,False,book-chapter
165,10.1007/bf02554417,1920,Steinach,Histologische Beschaffenheit der Keimdrüse bei homosexuellen Männern,,10.1007/bf01496423,1971,F. Neumann,Hormonale Beeinflussung des Verhaltens,Menstrual Health and Disorders,phenomenon_only,False,article
165,10.1007/bf02554417,1920,Steinach,Histologische Beschaffenheit der Keimdrüse bei homosexuellen Männern,,10.1007/978-3-7091-5405-2_3,1931,S. Oberndorfer,Die inneren männlichen Geschlechtsorgane,Environmental Science and Technology,phenomenon_only,False,book-chapter
165,10.1007/bf02554417,1920,Steinach,Histologische Beschaffenheit der Keimdrüse bei homosexuellen Männern,,10.1007/bf00361102,1994,S. J. Counce,"Archives for developmental mechanics W. Roux, editor (1894?1924)",Historical Education Studies Worldwide,phenomenon_only,False,article
165,10.1007/bf02554417,1920,Steinach,Histologische Beschaffenheit der Keimdrüse bei homosexuellen Männern,,10.7560/jhs27303,2018,Javier Samper Vendrell,"Adolescence, Psychology, and Homosexuality in the Weimar Republic",European history and politics,phenomenon_only,False,article
165,10.1007/bf02554417,1920,Steinach,Histologische Beschaffenheit der Keimdrüse bei homosexuellen Männern,,10.1007/bf02548403,1922,Paul M. Hirsch,Die Frage der Kastration des Mannes vom psychiatrischen Standpunkte,Psychoanalysis and Social Critique,phenomenon_only,False,article
165,10.1007/bf02554417,1920,Steinach,Histologische Beschaffenheit der Keimdrüse bei homosexuellen Männern,,10.1007/978-3-642-47686-0_2,1923,Robert Rössle,Wachstum und Altern,Hypertrophic osteoarthropathy and related conditions,phenomenon_only,False,book-chapter
165,10.1007/bf02554417,1920,Steinach,Histologische Beschaffenheit der Keimdrüse bei homosexuellen Männern,,10.1007/bf01959338,1925,Benno Slotopolsky,Histologische Hodenbefunde bei Sexualverbrechern,Genital Health and Disease,phenomenon_only,False,article
165,10.1007/bf02554417,1920,Steinach,Histologische Beschaffenheit der Keimdrüse bei homosexuellen Männern,,10.1007/bf02093642,1923,Yoshitaka Kitahara,Über die Entstehung der Zwischenzellen der Keimdrüsen des Menschen und der Säugetiere und über deren physiologische Bedeutung,Medical and Health Sciences Research,phenomenon_only,False,article
165,10.1007/bf02554417,1920,Steinach,Histologische Beschaffenheit der Keimdrüse bei homosexuellen Männern,,10.1007/978-3-642-91039-5_25,1926,B. Romeis,"Hoden, samenableitende Organe und accessorische Geschlechtsdrüsen",Genital Health and Disease,phenomenon_only,False,book-chapter
165,10.1007/bf02554417,1920,Steinach,Histologische Beschaffenheit der Keimdrüse bei homosexuellen Männern,,10.1007/bf02554472,1920,Alexander Schmincke,Anatomische Befunde bei einem männlichen Scheinzwitter und die Steinachsche Hypothese über Hermaphroditismus,Sexual Differentiation and Disorders,phenomenon_only,False,article
165,10.1007/bf02554417,1920,Steinach,Histologische Beschaffenheit der Keimdrüse bei homosexuellen Männern,,10.1007/bf01836582,1923,F. Scheunig,Zur Frage von Steinachs F-Zellen,T-cell and B-cell Immunology,phenomenon_only,False,article
165,10.1007/bf02554417,1920,Steinach,Histologische Beschaffenheit der Keimdrüse bei homosexuellen Männern,,10.1007/bf02108127,1924,Felix Sieglbauer,Zur Frage der Zwischenzellen,"Psychology, Coaching, and Therapy",phenomenon_only,False,article
165,10.1007/bf02554417,1920,Steinach,Histologische Beschaffenheit der Keimdrüse bei homosexuellen Männern,,10.1007/bf02865187,1933,Siegfried Mallow,Beitrag zur Kastration von Sexualverbrechern,Medical and Health Sciences Research,phenomenon_only,False,article
165,10.1007/bf02554417,1920,Steinach,Histologische Beschaffenheit der Keimdrüse bei homosexuellen Männern,,10.1007/978-3-642-92459-0_28,1923,Hermann Zondek,Die pluriglanduläre Insuffizienz,Linguistic research and analysis,phenomenon_only,False,book-chapter
165,10.1007/bf02554417,1920,Steinach,Histologische Beschaffenheit der Keimdrüse bei homosexuellen Männern,,10.1007/bf01733938,1928,Benno Slotopolsky,"Über Sexualoperationen, ihre Biologischen Grundlagen und ihre Praktischen Ergebnisse","Feminism, Gender, and Social Issues",phenomenon_only,False,article
165,10.1007/bf02554417,1920,Steinach,Histologische Beschaffenheit der Keimdrüse bei homosexuellen Männern,,10.1007/978-3-642-99008-3_1,1920,E. Steinach,Entwicklung des Problems,Medical and Health Sciences Research,phenomenon_only,False,book-chapter
165,10.1007/bf02554417,1920,Steinach,Histologische Beschaffenheit der Keimdrüse bei homosexuellen Männern,,10.1007/978-3-642-92459-0_27,1923,Hermann Zondek,Die Erkrankungen des Generationsapparates,Sexual Differentiation and Disorders,phenomenon_only,False,book-chapter
165,10.1007/bf02554417,1920,Steinach,Histologische Beschaffenheit der Keimdrüse bei homosexuellen Männern,,10.1007/978-3-7091-5603-2_5,1972,Günter Dörner,"Zur Pathogenese, Therapie und Prophylaxe angeborener Störungen der Gonadenfunktion und Sexualität beim Menschen",Sexual Differentiation and Disorders,phenomenon_only,False,book-chapter
165,10.1007/bf02554417,1920,Steinach,Histologische Beschaffenheit der Keimdrüse bei homosexuellen Männern,,10.1007/978-3-662-41387-6_18,1923,Hermann Zondek,Die Erkrankungen des Generationsapparates,Sexual Differentiation and Disorders,phenomenon_only,False,book-chapter
165,10.1007/bf02554417,1920,Steinach,Histologische Beschaffenheit der Keimdrüse bei homosexuellen Männern,,10.1007/978-3-662-01346-5_17,1970,F. Neumann,Hormonale Beeinflussung des Verhaltens,Neuroendocrine regulation and behavior,phenomenon_only,False,book-chapter
165,10.1007/bf02554417,1920,Steinach,Histologische Beschaffenheit der Keimdrüse bei homosexuellen Männern,,10.1007/978-3-7091-7041-0_3,1981,Alfred Springer,Störungen der geschlechtlichen Identität,European history and politics,phenomenon_only,False,book-chapter
166,10.1007/bf02554418,1920,Stieve,Das Skelett eines Teilzwitters,,10.1007/bf02593613,1921,H. Stieve,Bilaterale Asymmetrien im Bau des menschlichen Rumpfskelettes,Civil and Structural Engineering Research,phenomenon_only,False,article
166,10.1007/bf02554418,1920,Stieve,Das Skelett eines Teilzwitters,,10.1007/bf02117414,1924,Hermann Hoepke,Über Begriff und Einteilung des Hermaphroditismus,"Philosophy, Science, and History",phenomenon_only,False,article
166,10.1007/bf02554418,1920,Stieve,Das Skelett eines Teilzwitters,,10.1007/978-3-642-47997-7_1,1931,A. Priesel,Die Mißbildungen der männlichen Geschlechtsorgane,Medical and Health Sciences Research,phenomenon_only,False,book-chapter
166,10.1007/bf02554418,1920,Stieve,Das Skelett eines Teilzwitters,,10.1007/bf01809884,1931,Walter Mestitz,Zur Frage der Beziehungen zwischen Keimdrüsen und Geschlechtsmerkmalen,Medical and Health Sciences Research,phenomenon_only,False,article
166,10.1007/bf02554418,1920,Stieve,Das Skelett eines Teilzwitters,,10.1007/bf02108127,1924,Felix Sieglbauer,Zur Frage der Zwischenzellen,"Psychology, Coaching, and Therapy",phenomenon_only,False,article
167,10.1007/bf02554419,1920,Erdmann,Endomixis and size variations in pure bred lines of paramaecium aurelia,Protozoa,10.1016/s0003-9365(11)80058-8,1992,Henry Tamar,"Four Marine Species of Mesodinium (Ciliophora: Mesodiniidae) II. Mesodinium pulex Clap. &amp; Lachm., 1858",Marine and coastal ecosystems,phenomenon_only,False,article
167,10.1007/bf02554419,1920,Erdmann,Endomixis and size variations in pure bred lines of paramaecium aurelia,Protozoa,10.2307/3222286,1931,Edward F. Adolph,The Regulation of Size as Illustrated in Unicellular Organisms,Cephalopods and Marine Biology,phenomenon_only,False,article
167,10.1007/bf02554419,1920,Erdmann,Endomixis and size variations in pure bred lines of paramaecium aurelia,Protozoa,10.1017/s0031182000014815,1923,Asa C. Chandler,Speciation and Host Relationships of Parasites,Bird parasitology and diseases,phenomenon_only,False,article
167,10.1007/bf02554419,1920,Erdmann,Endomixis and size variations in pure bred lines of paramaecium aurelia,Protozoa,10.1139/z75-003,1975,Elizabeth E. Powelson,A biometrical analysis of 22 stocks of four syngens of <i>Paramecium aurelia</i>,Protist diversity and phylogeny,related_taxon,False,article
167,10.1007/bf02554419,1920,Erdmann,Endomixis and size variations in pure bred lines of paramaecium aurelia,Protozoa,10.5962/bhl.title.11942,1921,Victor Jollos,"Experimentelle Protistenstudien. von Victor Jollos. I, Untersuchungen ariabilitund Vererbung bei Infusorien",Historical Studies in Science,related_taxon,False,book
167,10.1007/bf02554419,1920,Erdmann,Endomixis and size variations in pure bred lines of paramaecium aurelia,Protozoa,10.5962/bhl.title.4582,1931,Edward F. Adolph,"The regulation of size as illustrated in unicellular organisms, by Edward F. Adolph ... with 66 figures and 15 tables.",Protist diversity and phylogeny,phenomenon_only,False,book
167,10.1007/bf02554419,1920,Erdmann,Endomixis and size variations in pure bred lines of paramaecium aurelia,Protozoa,10.1007/bf00361102,1994,S. J. Counce,"Archives for developmental mechanics W. Roux, editor (1894?1924)",Historical Education Studies Worldwide,phenomenon_only,False,article
167,10.1007/bf02554419,1920,Erdmann,Endomixis and size variations in pure bred lines of paramaecium aurelia,Protozoa,10.1002/jez.1924,2015,Jessica A. Bolker,From experimental zoology to big data: Observation and integration in the study of animal development,"Genetics, Bioinformatics, and Biomedical Research",phenomenon_only,False,article
167,10.1007/bf02554419,1920,Erdmann,Endomixis and size variations in pure bred lines of paramaecium aurelia,Protozoa,10.1002/jmor.1050460206,1928,William F. Diller,"Binary fission and endomixis in the Trichodina from tadpoles (Protozoa, Ciliata)",Protist diversity and phylogeny,related_taxon,False,article
167,10.1007/bf02554419,1920,Erdmann,Endomixis and size variations in pure bred lines of paramaecium aurelia,Protozoa,10.1002/jez.1400750305,1937,T. M. Sonneborn,The extent of the interendomictic interval in Paramecium aurelia and some factors determining its variability,Protist diversity and phylogeny,related_taxon,False,article
167,10.1007/bf02554419,1920,Erdmann,Endomixis and size variations in pure bred lines of paramaecium aurelia,Protozoa,10.2307/1537253,1937,T. M. Sonneborn,INDUCTION OF ENDOMIXIS IN PARAMECIUM AURELIA,Marine Bivalve and Aquaculture Studies,related_taxon,False,article
167,10.1007/bf02554419,1920,Erdmann,Endomixis and size variations in pure bred lines of paramaecium aurelia,Protozoa,10.1002/jez.1400430305,1926,W. H. Taliaferro,Variability and inheritance of size in Trypanosoma lewisi,Trypanosoma species research and implications,phenomenon_only,False,article
167,10.1007/bf02554419,1920,Erdmann,Endomixis and size variations in pure bred lines of paramaecium aurelia,Protozoa,10.1002/jez.1400630208,1932,Daniel Raffel,The occurrence of gene mutations in Paramecium aurelia,Protist diversity and phylogeny,related_taxon,False,article
167,10.1007/bf02554419,1920,Erdmann,Endomixis and size variations in pure bred lines of paramaecium aurelia,Protozoa,10.1002/jez.1400710203,1935,Charles F. De Garis,Heritable effects of conjugation between free individuals and double mosters in diverse races of Paramecium caudatum,Protist diversity and phylogeny,related_taxon,False,article
167,10.1007/bf02554419,1920,Erdmann,Endomixis and size variations in pure bred lines of paramaecium aurelia,Protozoa,10.1002/jez.1400660304,1933,Lucile Caldwell,The production of inherited diversities at endomixis in Paramecium aurelia,Protist diversity and phylogeny,related_taxon,False,article
167,10.1007/bf02554419,1920,Erdmann,Endomixis and size variations in pure bred lines of paramaecium aurelia,Protozoa,10.1002/9780470015902.a0023940,2012,Brigitte Hoppe,"Erdmann, Rhoda",Medical History and Research,related_taxon,False,other
167,10.1007/bf02554419,1920,Erdmann,Endomixis and size variations in pure bred lines of paramaecium aurelia,Protozoa,10.1007/978-3-642-91616-8_4,1928,Richard Goldschmidt,Statistische und biologische Gesetze. Die reinen Linien und Selektion,Probability and Statistical Research,phenomenon_only,False,book-chapter
167,10.1007/bf02554419,1920,Erdmann,Endomixis and size variations in pure bred lines of paramaecium aurelia,Protozoa,10.1086/279927,1923,Gary N. Calkins,What Did Maupas Mean?,Plant Diversity and Evolution,phenomenon_only,False,article
168,10.1007/bf02554420,1920,Uhlenhuth,Studien zur Linsenregeneration bei den Amphibien,Amphibia,10.1007/bf00573589,1930,Tadao Sato,Beitr�ge zur Analyse der Wolff'schen Linsenregeneration I,Cardiac Arrhythmias and Treatments,phenomenon_only,False,article
168,10.1007/bf02554420,1920,Uhlenhuth,Studien zur Linsenregeneration bei den Amphibien,Amphibia,10.1007/bf02089020,1921,Alfred Fischel,Über normale und abnorme Entwicklung des Auges,Medical and Health Sciences Research,phenomenon_only,False,article
168,10.1007/bf02554420,1920,Uhlenhuth,Studien zur Linsenregeneration bei den Amphibien,Amphibia,10.1007/bf01994498,1921,Felix Marchand,Über den Entzündungsbegriff,"Nietzsche, Schopenhauer, and Hegel",phenomenon_only,False,article
168,10.1007/bf02554420,1920,Uhlenhuth,Studien zur Linsenregeneration bei den Amphibien,Amphibia,10.1007/978-3-642-92495-8_3,1930,R. Seefelder,Die Entwicklung des menschlichen Auges,Medical and Health Sciences Research,phenomenon_only,False,book-chapter
168,10.1007/bf02554420,1920,Uhlenhuth,Studien zur Linsenregeneration bei den Amphibien,Amphibia,10.1259/bjr/22916297,2004,T. Okamoto,"Marked increase in the rate of ocular lens regeneration in the newt,<i>Cynops pyrrhogaster</i>, following partial body exposure to low dose X-rays",Effects of Radiation Exposure,related_taxon,False,article
168,10.1007/bf02554420,1920,Uhlenhuth,Studien zur Linsenregeneration bei den Amphibien,Amphibia,10.1007/bf02083885,1922,Walther Alberti,Zur Frage der Linsenregeneration bei den Anuren,Wound Healing and Treatments,phenomenon_only,False,article
168,10.1007/bf02554420,1920,Uhlenhuth,Studien zur Linsenregeneration bei den Amphibien,Amphibia,10.1007/bf02741274,1928,A. A. Krontowski,Explantation und deren Ergebnisse für die normale und pathologische Physiologie,Mechanical Circulatory Support Devices,phenomenon_only,False,article
168,10.1007/bf02554420,1920,Uhlenhuth,Studien zur Linsenregeneration bei den Amphibien,Amphibia,10.1007/bf02554443,1922,Felix Marchand,Über Reizung und Reizbarkeit,"Art, Aesthetics, and Perception",phenomenon_only,False,article
168,10.1007/bf02554420,1920,Uhlenhuth,Studien zur Linsenregeneration bei den Amphibien,Amphibia,10.1007/978-3-662-29560-1_1,1923,Otto Groll,Über Transplantation von Rückenhaut an Stelle der Conjunctiva bei Larven von Rana fusca (Rösel),Ocular Surface and Contact Lens,related_taxon,False,book-chapter
